,BusinessName,DateOfInspection,FullAddress,HealthFacilityIDNumber,InspectionIDNumber,InspectionScore,InspectionType,Latitude,Longitude
17493,GEEK LOVE CAFE,12/20/2018,3032 MINNEHAHA AVE,LIC354309,277474,100,Follow-Up,44.94723,-93.23397
17495,CATHAY CHOW MEIN,07/03/2018,5455 NICOLLET AVE,LIC28255,124283,86,Routine,44.90363,-93.27773
17506,CATHAY CHOW MEIN,01/11/2017,5455 NICOLLET AVE,LIC28255,124284,100,Follow-Up,44.90363,-93.27773
17512,CATHAY CHOW MEIN,06/27/2019,5455 NICOLLET AVE,LIC28255,256207,92,Routine,44.90363,-93.27773
17519,CATHAY CHOW MEIN,08/29/2018,5455 NICOLLET AVE,LIC28255,256208,100,Follow-Up,44.90363,-93.27773
17520,THE CAFE MEOW,08/24/2018,2323 HENNEPIN AVE,LIC361105,253448,94,Routine,44.95949,-93.29342
17523,THE CAFE MEOW,09/18/2018,2323 HENNEPIN AVE,LIC361105,270286,100,Follow-Up,44.95949,-93.29342
17524,BEP EATERY,10/17/2017,800 LASALLE AVE #211,LIC35459,227101,90,Routine,44.97641,-93.27513
17529,BEP EATERY,10/11/2018,800 LASALLE AVE #211,LIC35459,230808,96,Routine,44.97641,-93.27513
17533,BEP EATERY,12/12/2017,800 LASALLE AVE #211,LIC35459,230809,100,Follow-Up,44.97641,-93.27513
17534,BEP EATERY,10/09/2019,800 LASALLE AVE #211,LIC35459,305096,96,Routine,44.97641,-93.27513
17540,KYOTO SUSHI,10/26/2018,2841 LYNDALE AVE S,LIC361214,276928,94,Routine,44.95067,-93.28742
17543,KYOTO SUSHI,10/28/2019,2841 LYNDALE AVE S,LIC361214,277480,94,Routine,44.95067,-93.28742
17549,PRACNA & THEATRE,07/18/2017,115 MAIN ST SE,LIC37399,35308,76,Routine,44.98478,-93.25567
17564,PRACNA & THEATRE,07/12/2018,115 MAIN ST SE,LIC37399,209044,96,Routine,44.98478,-93.25567
17570,PRACNA & THEATRE,09/13/2017,115 MAIN ST SE,LIC37399,209045,100,Follow-Up,44.98478,-93.25567
17571,PRACNA & THEATRE,07/12/2019,115 MAIN ST SE,LIC37399,254558,88,Routine,44.98478,-93.25567
17581,PRACNA & THEATRE,08/14/2018,115 MAIN ST SE,LIC37399,254559,100,Follow-Up,44.98478,-93.25567
17583,PRACNA & THEATRE,08/19/2019,115 MAIN ST SE,LIC37399,315672,92,Follow-Up,44.98478,-93.25567
17586,SOUTHEAST LIBRARY,11/09/2017,1222 4TH ST SE,LIC357692,223148,100,Routine,44.98089,-93.23776
17587,VARSITY THEATRE,04/13/2018,1308 4TH ST SE,LIC361710,240361,96,Routine,44.98057,-93.23692
17592,VARSITY THEATRE,04/17/2019,1308 4TH ST SE,LIC361710,247873,96,Routine,44.98057,-93.23692
17634,DRAGON WOK,01/03/2017,3752 NICOLLET AVE,LIC24855,12250,94,Routine,44.93444,-93.27824
17649,DRAGON WOK,01/09/2018,3752 NICOLLET AVE,LIC24855,181140,100,Routine,44.93444,-93.27824
17669,DRAGON WOK,03/08/2017,3752 NICOLLET AVE,LIC24855,181141,96,Follow-Up,44.93444,-93.27824
17672,DRAGON WOK,01/22/2019,3752 NICOLLET AVE,LIC24855,240472,94,Routine,44.93444,-93.27824
17688,DRAGON WOK,02/12/2018,3752 NICOLLET AVE,LIC24855,240473,100,Follow-Up,44.93444,-93.27824
17701,DRAGON WOK,03/26/2018,3752 NICOLLET AVE,LIC24855,243613,96,Follow-Up,44.93444,-93.27824
17709,DRAGON WOK,03/19/2019,3752 NICOLLET AVE,LIC24855,293797,96,Follow-Up,44.93444,-93.27824
17723,DRAGON WOK,05/01/2019,3752 NICOLLET AVE,LIC24855,304810,94,Follow-Up,44.93444,-93.27824
17737,POTBELLY SANDWICH WORKS,09/13/2017,80 8TH ST S,LIC37372,35230,94,Routine,44.97609,-93.27207
17748,POTBELLY SANDWICH WORKS,03/12/2019,80 8TH ST S,LIC37372,225463,92,Routine,44.97609,-93.27207
17759,POTBELLY SANDWICH WORKS,11/02/2017,80 8TH ST S,LIC37372,225464,100,Follow-Up,44.97609,-93.27207
17765,POTBELLY SANDWICH WORKS,04/12/2019,80 8TH ST S,LIC37372,304120,100,Follow-Up,44.97609,-93.27207
17773,MOOSE ON MONROE,11/07/2018,356 MONROE ST NE,LIC36992,278325,94,Routine,44.99462,-93.25279
17790,MOOSE ON MONROE,11/07/2019,356 MONROE ST NE,LIC36992,279476,76,Routine,44.99462,-93.25279
17816,MOOSE ON MONROE,12/17/2018,356 MONROE ST NE,LIC36992,279477,88,Follow-Up,44.99462,-93.25279
17828,MOOSE ON MONROE,01/28/2019,356 MONROE ST NE,LIC36992,281582,98,Follow-Up,44.99462,-93.25279
17838,MOOSE ON MONROE,12/27/2019,356 MONROE ST NE,LIC36992,337293,88,Follow-Up,44.99462,-93.25279
17854,FIVE GUYS BURGERS & FRIES,08/02/2017,2300 HENNEPIN AVE,LIC44028,46462,100,Routine,44.95986,-93.29399
17856,FIVE GUYS BURGERS & FRIES,08/02/2018,2300 HENNEPIN AVE,LIC44028,216080,100,Routine,44.95986,-93.29399
17859,FIVE GUYS BURGERS & FRIES,08/01/2019,2300 HENNEPIN AVE,LIC44028,266505,94,Routine,44.95986,-93.29399
17864,FIVE GUYS BURGERS & FRIES,01/05/2017,1413 4TH ST SE,LIC44025,46455,100,Routine,44.98062,-93.23478
17867,FIVE GUYS BURGERS & FRIES,01/02/2018,1413 4TH ST SE,LIC44025,188248,100,Routine,44.98062,-93.23478
17872,FIVE GUYS BURGERS & FRIES,01/03/2019,1413 4TH ST SE,LIC44025,236957,100,Routine,44.98062,-93.23478
17879,FIVE GUYS BURGERS & FRIES,12/26/2019,1413 4TH ST SE,LIC44025,286871,94,Routine,44.98062,-93.23478
17882,CARNICERIA VALERIES,05/21/2018,3149 NICOLLET AVE,LIC28209,124310,96,Routine,44.9452,-93.27753
17887,CARNICERIA VALERIES,01/06/2017,3149 NICOLLET AVE,LIC28209,124311,100,Follow-Up,44.9452,-93.27753
17893,CARNICERIA VALERIES,05/21/2018,3149 NICOLLET AVE,LIC28211,124117,92,Routine,44.9452,-93.27753
17904,CARNICERIA VALERIES,01/06/2017,3149 NICOLLET AVE,LIC28211,124118,100,Follow-Up,44.9452,-93.27753
17910,CARNICERIA VALERIES,11/20/2019,3149 NICOLLET AVE,LIC28211,251663,92,Routine,44.9452,-93.27753
17917,CARNICERIA VALERIES,07/11/2018,3149 NICOLLET AVE,LIC28211,251664,98,Follow-Up,44.9452,-93.27753
17923,VALERIES TAQUERIA,06/19/2017,30 32ND ST E,LIC46279,50607,94,Routine,44.9452,-93.27753
17937,VALERIES TAQUERIA,06/19/2018,30 32ND ST E,LIC46279,201811,94,Routine,44.9452,-93.27753
17949,VALERIES TAQUERIA,07/24/2017,30 32ND ST E,LIC46279,201812,96,Follow-Up,44.9452,-93.27753
17958,VALERIES TAQUERIA,06/12/2019,30 32ND ST E,LIC46279,253743,98,Routine,44.9452,-93.27753
17970,VALERIES TAQUERIA,08/16/2018,30 32ND ST E,LIC46279,253744,100,Follow-Up,44.9452,-93.27753
18069,THE CITY MARKET,12/06/2017,121 8TH ST S #270,LIC360813,232467,100,Routine,44.97441,-93.27109
18070,THE CITY MARKET,12/11/2019,121 8TH ST S #270,LIC360813,234991,100,Routine,44.97441,-93.27109
18071,W MINNEAPOLIS - THE FOSHAY,07/19/2017,821 MARQUETTE AVE,LIC50188,58445,80,Routine,44.97448,-93.2718
18086,W MINNEAPOLIS - THE FOSHAY,07/17/2018,821 MARQUETTE AVE,LIC50188,208286,92,Routine,44.97448,-93.2718
18093,W MINNEAPOLIS - THE FOSHAY,08/16/2017,821 MARQUETTE AVE,LIC50188,208287,96,Follow-Up,44.97448,-93.2718
18097,W MINNEAPOLIS - THE FOSHAY,07/15/2019,821 MARQUETTE AVE,LIC50188,254896,96,Routine,44.97448,-93.2718
18104,W MINNEAPOLIS - THE FOSHAY,08/15/2018,821 MARQUETTE AVE,LIC50188,254897,100,Follow-Up,44.97448,-93.2718
18105,ONE TWO THREE SUSHI,08/07/2017,80 8TH ST S #228,LIC52735,63211,72,Routine,44.97609,-93.27207
18129,ONE TWO THREE SUSHI,08/20/2018,80 8TH ST S #228,LIC52735,213782,80,Routine,44.97609,-93.27207
18137,ONE TWO THREE SUSHI,10/10/2017,80 8TH ST S #228,LIC52735,213783,94,Follow-Up,44.97609,-93.27207
18140,ONE TWO THREE SUSHI,08/19/2019,80 8TH ST S #228,LIC52735,265725,84,Routine,44.97609,-93.27207
18148,ONE TWO THREE SUSHI,10/11/2018,80 8TH ST S #228,LIC52735,265726,94,Follow-Up,44.97609,-93.27207
18152,ONE TWO THREE SUSHI,10/07/2019,80 8TH ST S #228,LIC52735,324692,100,Follow-Up,44.97609,-93.27207
18153,1010 WASHINGTON WINE & SPIRITS,01/27/2017,1010 WASHINGTON AVE S,LIC42954,44314,96,Routine,44.97659,-93.25502
18156,1010 WASHINGTON WINE & SPIRITS,02/06/2019,1010 WASHINGTON AVE S,LIC42954,189485,96,Routine,44.97659,-93.25502
18211,EL NUEVO MARIACHI,07/26/2017,2728 NICOLLET AVE,LIC32682,26523,74,Routine,44.95275,-93.27842
18237,EL NUEVO MARIACHI,07/30/2018,2728 NICOLLET AVE,LIC32682,210168,94,Routine,44.95275,-93.27842
18246,EL NUEVO MARIACHI,09/06/2017,2728 NICOLLET AVE,LIC32682,210169,82,Follow-Up,44.95275,-93.27842
18268,EL NUEVO MARIACHI,09/14/2017,2728 NICOLLET AVE,LIC32682,224765,100,Follow-Up,44.95275,-93.27842
18278,EL NUEVO MARIACHI,10/24/2017,2728 NICOLLET AVE,LIC32682,225701,100,Follow-Up,44.95275,-93.27842
18283,EL NUEVO MARIACHI,07/30/2019,2728 NICOLLET AVE,LIC32682,259649,78,Routine,44.95275,-93.27842
18296,EL NUEVO MARIACHI,09/26/2018,2728 NICOLLET AVE,LIC32682,259650,94,Follow-Up,44.95275,-93.27842
18299,EL NUEVO MARIACHI,09/19/2019,2728 NICOLLET AVE,LIC32682,320002,88,Follow-Up,44.95275,-93.27842
18309,EL NUEVO MARIACHI,11/21/2019,2728 NICOLLET AVE,LIC32682,330221,94,Follow-Up,44.95275,-93.27842
18315,MARISSA'S RESTAURANT DELI,03/08/2017,2750 NICOLLET AVE,LIC48943,55401,90,Routine,44.95218,-93.27834
18331,MARISSA'S RESTAURANT DELI,03/07/2018,2750 NICOLLET AVE,LIC48943,192768,88,Routine,44.95218,-93.27834
18339,MARISSA'S RESTAURANT DELI,04/19/2017,2750 NICOLLET AVE,LIC48943,192769,100,Follow-Up,44.95218,-93.27834
18342,MARISSA'S RESTAURANT DELI,03/07/2019,2750 NICOLLET AVE,LIC48943,245891,84,Routine,44.95218,-93.27834
18351,MARISSA'S RESTAURANT DELI,05/02/2018,2750 NICOLLET AVE,LIC48943,245892,96,Follow-Up,44.95218,-93.27834
18354,MARISSA'S RESTAURANT DELI,04/23/2019,2750 NICOLLET AVE,LIC48943,303605,94,Follow-Up,44.95218,-93.27834
18432,SAWATDEE RESTAURANT,02/06/2017,607 WASHINGTON AVE S #100,LIC26353,15301,98,Routine,44.97718,-93.25962
18445,SAWATDEE RESTAURANT,02/14/2018,607 WASHINGTON AVE S #100,LIC26353,189910,96,Routine,44.97718,-93.25962
18449,SAWATDEE RESTAURANT,03/14/2017,607 WASHINGTON AVE S #100,LIC26353,190559,100,Follow-Up,44.97718,-93.25962
18452,SAWATDEE RESTAURANT,03/05/2019,607 WASHINGTON AVE S #100,LIC26353,245247,98,Routine,44.97718,-93.25962
18460,HAIKU JAPANESE BISTRO,12/11/2018,620 WASHINGTON AVE SE,LIC366162,247731,92,Routine,44.97349,-93.2294
18464,HAIKU JAPANESE BISTRO,12/12/2019,620 WASHINGTON AVE SE,LIC366162,281251,92,Routine,44.97349,-93.2294
18477,THEATRE IN THE ROUND,10/24/2017,245 CEDAR AVE S,LIC356956,208983,100,Routine,44.97246,-93.24685
18478,THEATRE IN THE ROUND,10/24/2019,245 CEDAR AVE S,LIC356956,231647,100,Routine,44.97246,-93.24685
18479,SOUTHERN THEATER THE,02/02/2017,1420 WASHINGTON AVE S,LIC37681,35946,100,Routine,44.97354,-93.24795
18480,SOUTHERN THEATER THE,01/17/2019,1420 WASHINGTON AVE S,LIC37681,189779,100,Routine,44.97354,-93.24795
18481,THE SOUTHERN THEATER,02/02/2017,1420 WASHINGTON AVE S,LIC37683,35948,100,Routine,44.97354,-93.24795
18482,THE SOUTHERN THEATER,01/17/2019,1420 WASHINGTON AVE S,LIC37683,189803,100,Routine,44.97354,-93.24795
18483,CORNER BAR (THE),09/12/2017,1501 WASHINGTON AVE S,LIC39961,38872,98,Routine,44.97274,-93.24773
18489,CORNER BAR (THE),09/19/2018,1501 WASHINGTON AVE S,LIC39961,227819,100,Routine,44.97274,-93.24773
18493,CORNER BAR (THE),09/18/2019,1501 WASHINGTON AVE S,LIC39961,272804,98,Routine,44.97274,-93.24773
18500,TAQUERIA & BIRRIERIA LAS CUATRO MILPAS,10/30/2018,1526 LAKE ST E,LIC367760,265483,98,Routine,44.94861,-93.25226
18503,TAQUERIA & BIRRIERIA LAS CUATRO MILPAS,07/27/2019,1526 LAKE ST E,LIC367760,277889,94,Routine,44.94861,-93.25226
18509,TAQUERIA AND BIRRIERIA LAS CUATRO MILPAS,08/23/2018,1526 LAKE ST E,LIC368009,252517,100,Routine,44.94861,-93.25226
18512,TAQUERIA AND BIRRIERIA LAS CUATRO MILPAS,08/26/2019,1526 LAKE ST E,LIC368009,268533,78,Routine,44.94861,-93.25226
18526,TAQUERIA AND BIRRIERIA LAS CUATRO MILPAS,10/08/2019,1526 LAKE ST E,LIC368009,327794,100,Follow-Up,44.94861,-93.25226
18530,SEVEN ACQUISITION LLC,02/28/2017,700 HENNEPIN AVE,LIC43174,44689,90,Routine,44.97801,-93.27548
18540,SEVEN ACQUISITION LLC,03/20/2018,700 HENNEPIN AVE,LIC43174,192036,86,Routine,44.97801,-93.27548
18552,SEVEN ACQUISITION LLC,04/21/2017,700 HENNEPIN AVE,LIC43174,192037,100,Follow-Up,44.97801,-93.27548
18553,SEVEN ACQUISITION LLC,04/09/2019,700 HENNEPIN AVE,LIC43174,246711,80,Routine,44.97801,-93.27548
18565,SEVEN ACQUISITION LLC,05/01/2018,700 HENNEPIN AVE,LIC43174,246712,90,Follow-Up,44.97801,-93.27548
18572,SEVEN ACQUISITION LLC,06/26/2018,700 HENNEPIN AVE,LIC43174,249154,86,Follow-Up,44.97801,-93.27548
18579,SEVEN ACQUISITION LLC,07/25/2018,700 HENNEPIN AVE,LIC43174,253686,94,Follow-Up,44.97801,-93.27548
18586,SEVEN ACQUISITION LLC,08/31/2018,700 HENNEPIN AVE,LIC43174,258092,96,Follow-Up,44.97801,-93.27548
18589,SEVEN ACQUISITION LLC,05/03/2019,700 HENNEPIN AVE,LIC43174,308055,96,Follow-Up,44.97801,-93.27548
18593,7 SEVEN,02/28/2017,700 HENNEPIN AVE,LIC43176,44716,94,Routine,44.97801,-93.27548
18599,7 SEVEN,05/01/2018,700 HENNEPIN AVE,LIC43176,192035,94,Routine,44.97801,-93.27548
18607,7 SEVEN,05/03/2019,700 HENNEPIN AVE,LIC43176,249179,86,Routine,44.97801,-93.27548
18620,7 SEVEN,06/26/2018,700 HENNEPIN AVE,LIC43176,249180,94,Follow-Up,44.97801,-93.27548
18624,7 SEVEN,07/25/2018,700 HENNEPIN AVE,LIC43176,253687,94,Follow-Up,44.97801,-93.27548
18627,7 SEVEN,08/31/2018,700 HENNEPIN AVE,LIC43176,258138,92,Follow-Up,44.97801,-93.27548
18631,7 SEVEN,05/30/2019,700 HENNEPIN AVE,LIC43176,310089,86,Follow-Up,44.97801,-93.27548
18641,7 SEVEN,06/27/2019,700 HENNEPIN AVE,LIC43176,313146,92,Follow-Up,44.97801,-93.27548
18646,DAGWOODS,12/29/2017,250 2ND AVE S #210,LIC47871,180789,96,Routine,44.98025,-93.26627
18648,DAGWOODS,03/08/2017,250 2ND AVE S #210,LIC47871,180790,100,Follow-Up,44.98025,-93.26627
18649,DAGWOODS,12/27/2018,250 2ND AVE S #210,LIC47871,236873,100,Routine,44.98025,-93.26627
18652,DAGWOODS,12/16/2019,250 2ND AVE S #210,LIC47871,286462,94,Routine,44.98025,-93.26627
18656,PENNYS COFFEE,01/18/2018,3509 44TH ST W,LIC354454,232391,66,Routine,44.92292,-93.32437
18687,PENNYS COFFEE,01/18/2019,3509 44TH ST W,LIC354454,241355,92,Routine,44.92292,-93.32437
18693,PENNYS COFFEE,03/13/2018,3509 44TH ST W,LIC354454,241356,86,Follow-Up,44.92292,-93.32437
18704,PENNYS COFFEE,05/02/2018,3509 44TH ST W,LIC354454,246081,96,Follow-Up,44.92292,-93.32437
18707,PENNYS COFFEE,02/28/2019,3509 44TH ST W,LIC354454,292948,100,Follow-Up,44.92292,-93.32437
18710,THE BAD WAITRESS,06/01/2018,700 CENTRAL AVE NE,LIC30657,246930,82,Routine,44.99087,-93.25113
18730,THE BAD WAITRESS,05/31/2019,700 CENTRAL AVE NE,LIC30657,252538,76,Routine,44.99087,-93.25113
18753,THE BAD WAITRESS,07/18/2018,700 CENTRAL AVE NE,LIC30657,252539,88,Follow-Up,44.99087,-93.25113
18761,THE BAD WAITRESS,08/28/2018,700 CENTRAL AVE NE,LIC30657,255628,96,Follow-Up,44.99087,-93.25113
18765,THE BAD WAITRESS,07/10/2019,700 CENTRAL AVE NE,LIC30657,313145,96,Follow-Up,44.99087,-93.25113
18773,CHIPOTLE MEXICAN GRILL,03/17/2017,1040 NICOLLET MALL,LIC35605,31336,92,Routine,44.97396,-93.27563
18779,CHIPOTLE MEXICAN GRILL,03/09/2018,1040 NICOLLET MALL,LIC35605,192841,100,Routine,44.97396,-93.27563
18781,CHIPOTLE MEXICAN GRILL,03/06/2019,1040 NICOLLET MALL,LIC35605,245767,100,Routine,44.97396,-93.27563
18782,SOTAROL UPTOWN,07/15/2017,2935 GIRARD AVE S,LIC107101,194952,94,Routine,44.94885,-93.29663
18784,SOTAROL UPTOWN,07/18/2018,2935 GIRARD AVE S,LIC107101,204578,92,Routine,44.94885,-93.29663
18789,SOTAROL UPTOWN,07/18/2019,2935 GIRARD AVE S,LIC107101,254817,100,Routine,44.94885,-93.29663
18796,SOTAROL UPTOWN,09/11/2018,2935 GIRARD AVE S,LIC107101,255565,100,Follow-Up,44.94885,-93.29663
18820,UPTOWN TAVERN & ROOFTOP,07/01/2017,1400 LAGOON AVE,LIC46149,50385,94,Routine,44.94941,-93.29738
18832,UPTOWN TAVERN & ROOFTOP,07/26/2018,1400 LAGOON AVE,LIC46149,204575,100,Routine,44.94941,-93.29738
18833,UPTOWN TAVERN & ROOFTOP,09/22/2017,1400 LAGOON AVE,LIC46149,204576,100,Follow-Up,44.94941,-93.29738
18834,UPTOWN TAVERN & ROOFTOP,07/25/2019,1400 LAGOON AVE,LIC46149,257452,96,Routine,44.94941,-93.29738
18839,MANSION AT UPTOWN,02/28/2017,2901 HENNEPIN AVE,LIC48813,55121,98,Routine,44.9498,-93.29787
18846,MANSION AT UPTOWN,05/15/2018,2901 HENNEPIN AVE,LIC48813,191514,100,Routine,44.9498,-93.29787
18850,MANSION AT UPTOWN,05/24/2019,2901 HENNEPIN AVE,LIC48813,250951,100,Routine,44.9498,-93.29787
18895,THE OFFICE PUB & GRILL,07/19/2017,307 WASHINGTON AVE N,LIC34506,30167,96,Routine,44.98453,-93.27319
18900,THE OFFICE PUB & GRILL,07/16/2018,307 WASHINGTON AVE N,LIC34506,205240,86,Routine,44.98453,-93.27319
18908,THE OFFICE PUB & GRILL,07/18/2019,307 WASHINGTON AVE N,LIC34506,254947,82,Routine,44.98453,-93.27319
18917,THE OFFICE PUB & GRILL,08/17/2018,307 WASHINGTON AVE N,LIC34506,254948,92,Follow-Up,44.98453,-93.27319
18921,THE OFFICE PUB & GRILL,09/18/2018,307 WASHINGTON AVE N,LIC34506,265449,100,Follow-Up,44.98453,-93.27319
18922,THE OFFICE PUB & GRILL,08/16/2019,307 WASHINGTON AVE N,LIC34506,316372,98,Follow-Up,44.98453,-93.27319
18925,DUNN BROTHERS COFFEE,09/19/2019,337 WASHINGTON AVE N,LIC381094,315741,72,Routine,44.98431,-93.27401
18944,DUNN BROTHERS COFFEE,10/09/2019,337 WASHINGTON AVE N,LIC381094,330223,96,Follow-Up,44.98431,-93.27401
18950,HAMDI RESTAURANT,01/04/2017,818 LAKE ST E,LIC29063,20604,90,Routine,44.94863,-93.26191
18961,HAMDI RESTAURANT,11/02/2017,818 LAKE ST E,LIC29063,181432,76,Routine,44.94863,-93.26191
18978,HAMDI RESTAURANT,03/07/2017,818 LAKE ST E,LIC29063,181433,94,Follow-Up,44.94863,-93.26191
18987,HAMDI RESTAURANT,04/19/2017,818 LAKE ST E,LIC29063,192275,88,Follow-Up,44.94863,-93.26191
18997,HAMDI RESTAURANT,05/23/2017,818 LAKE ST E,LIC29063,196676,96,Follow-Up,44.94863,-93.26191
19002,HAMDI RESTAURANT,10/30/2018,818 LAKE ST E,LIC29063,232069,92,Routine,44.94863,-93.26191
19011,HAMDI RESTAURANT,12/18/2017,818 LAKE ST E,LIC29063,232070,96,Follow-Up,44.94863,-93.26191
19014,HAMDI RESTAURANT,10/29/2019,818 LAKE ST E,LIC29063,278163,86,Routine,44.94863,-93.26191
19024,HAMDI RESTAURANT,12/04/2018,818 LAKE ST E,LIC29063,278164,100,Follow-Up,44.94863,-93.26191
19026,HAMDI RESTAURANT,11/26/2019,818 LAKE ST E,LIC29063,335375,100,Follow-Up,44.94863,-93.26191
19028,NAF NAF GRILL,11/07/2017,856 WASHINGTON AVE SE,LIC41083,40975,100,Routine,44.97333,-93.22601
19033,NAF NAF GRILL,11/13/2018,856 WASHINGTON AVE SE,LIC41083,232633,100,Routine,44.97333,-93.22601
19034,NAF NAF GRILL,11/13/2019,856 WASHINGTON AVE SE,LIC41083,279330,98,Routine,44.97333,-93.22601
19036,ATLAS RESTAURANT,02/07/2017,200 6TH ST S #175,LIC27881,18222,96,Routine,44.9769,-93.26762
19044,ATLAS RESTAURANT,02/14/2018,200 6TH ST S #175,LIC27881,190054,84,Routine,44.9769,-93.26762
19059,ATLAS RESTAURANT,03/08/2017,200 6TH ST S #175,LIC27881,190055,96,Follow-Up,44.9769,-93.26762
19062,ATLAS RESTAURANT,02/13/2019,200 6TH ST S #175,LIC27881,243458,76,Routine,44.9769,-93.26762
19075,ATLAS RESTAURANT,03/19/2018,200 6TH ST S #175,LIC27881,243459,100,Follow-Up,44.9769,-93.26762
19076,ATLAS RESTAURANT,04/10/2019,200 6TH ST S #175,LIC27881,298700,92,Follow-Up,44.9769,-93.26762
19080,ATLAS RESTAURANT,05/15/2019,200 6TH ST S #175,LIC27881,307946,100,Follow-Up,44.9769,-93.26762
19081,THE SALAD BAR,07/19/2019,40 7TH ST S,LIC378647,311410,94,Routine,44.978,-93.273
19086,HIBACHI DARUMA,05/02/2019,820 MARQUETTE AVE,LIC369772,302853,90,Routine,44.97482,-93.27267
19089,HIBACHI DARUMA,05/29/2019,820 MARQUETTE AVE,LIC369772,309824,96,Follow-Up,44.97482,-93.27267
19091,ANDREA PIZZA,06/29/2017,225 6TH ST S #A203,LIC23944,10625,92,Routine,44.976,-93.26826
19094,ANDREA PIZZA,07/12/2018,225 6TH ST S #A203,LIC23944,203028,98,Routine,44.976,-93.26826
19097,ANDREA PIZZA,07/17/2017,225 6TH ST S #A203,LIC23944,203029,100,Follow-Up,44.976,-93.26826
19098,ANDREA PIZZA,07/01/2019,225 6TH ST S #A203,LIC23944,254564,92,Routine,44.976,-93.26826
19106,HOP21,12/28/2017,501 WASHINGTON AVE S,LIC36601,124866,100,Routine,44.97837,-93.26124
19112,HOP21,12/11/2018,501 WASHINGTON AVE S,LIC36601,236912,100,Routine,44.97837,-93.26124
19116,HOP21,12/05/2019,501 WASHINGTON AVE S,LIC36601,286270,94,Routine,44.97837,-93.26124
19124,PINEDA TACOS PLUS,03/07/2017,330 LAKE ST E,LIC33910,28838,96,Routine,44.94854,-93.27084
19128,PINEDA TACOS PLUS,03/02/2018,330 LAKE ST E,LIC33910,192331,96,Routine,44.94854,-93.27084
19137,PINEDA TACOS PLUS,03/05/2019,330 LAKE ST E,LIC33910,245274,96,Routine,44.94854,-93.27084
19142,PINEDA TACOS PLUS,04/06/2018,330 LAKE ST E,LIC33910,245275,98,Follow-Up,44.94854,-93.27084
19145,GRASS ROOTS GOURMET,02/21/2017,920 LAKE ST E #130,LIC25120,12680,100,Routine,44.94931,-93.26076
19146,GRASS ROOTS GOURMET,02/21/2019,920 LAKE ST E #130,LIC25120,191078,88,Routine,44.94931,-93.26076
19151,GRASS ROOTS GOURMET,04/01/2019,920 LAKE ST E #130,LIC25120,303032,98,Follow-Up,44.94931,-93.26076
19153,GRASS ROOTS GOURMET,02/21/2017,920 LAKE ST E #130,LIC25122,12684,100,Routine,44.94931,-93.26076
19155,GRASS ROOTS GOURMET,02/20/2018,920 LAKE ST E #130,LIC25122,191077,96,Routine,44.94931,-93.26076
19158,GRASS ROOTS GOURMET,02/21/2019,920 LAKE ST E #130,LIC25122,243373,100,Routine,44.94931,-93.26076
19191,KWANS,10/10/2017,5412 PENN AVE S,LIC29194,20886,84,Routine,44.90457,-93.30906
19207,KWANS,10/17/2018,5412 PENN AVE S,LIC29194,228809,98,Routine,44.90457,-93.30906
19210,KWANS,11/30/2017,5412 PENN AVE S,LIC29194,228810,96,Follow-Up,44.90457,-93.30906
19214,KWANS,10/17/2019,5412 PENN AVE S,LIC29194,276568,90,Routine,44.90457,-93.30906
19226,KWANS,11/20/2019,5412 PENN AVE S,LIC29194,334124,100,Follow-Up,44.90457,-93.30906
19227,IGRILL,12/15/2017,331 2ND AVE S #206,LIC356830,226722,84,Routine,44.97862,-93.26647
19243,IGRILL,12/12/2018,331 2ND AVE S #206,LIC356830,236834,68,Routine,44.97862,-93.26647
19269,IGRILL,02/12/2018,331 2ND AVE S #206,LIC356830,236835,98,Follow-Up,44.97862,-93.26647
19273,IGRILL,12/10/2019,331 2ND AVE S #206,LIC356830,281542,58,Routine,44.97862,-93.26647
19310,IGRILL,01/29/2019,331 2ND AVE S #206,LIC356830,281543,92,Follow-Up,44.97862,-93.26647
19318,IGRILL,03/13/2019,331 2ND AVE S #206,LIC356830,294596,100,Follow-Up,44.97862,-93.26647
19324,IGRILL,01/08/2020,331 2ND AVE S #206,LIC356830,338756,96,Follow-Up,44.97862,-93.26647
19330,CHINA KITCHEN,06/26/2019,330 2ND AVE S #230,LIC377265,309344,90,Routine,44.97927,-93.26702
19338,CHINA KITCHEN,07/18/2019,330 2ND AVE S #230,LIC377265,314424,98,Follow-Up,44.97927,-93.26702
19340,CARGO FOOD AUTHORITY,02/07/2019,600 1ST AVE N,LIC371479,280888,98,Routine,44.97951,-93.27612
19341,KNIGHT CAP,06/12/2017,1500 4TH ST NE,LIC34434,29904,94,Routine,45.00322,-93.26188
19348,KNIGHT CAP,06/12/2018,1500 4TH ST NE,LIC34434,202337,100,Routine,45.00322,-93.26188
19352,KNIGHT CAP,07/07/2017,1500 4TH ST NE,LIC34434,202338,100,Follow-Up,45.00322,-93.26188
19355,KNIGHT CAP,08/24/2017,1500 4TH ST NE,LIC34434,205355,100,Follow-Up,45.00322,-93.26188
19356,KNIGHT CAP,06/11/2019,1500 4TH ST NE,LIC34434,253173,92,Routine,45.00322,-93.26188
19361,CHINA EXPRESS,08/15/2018,409 14TH AVE SE,LIC361185,233206,96,Routine,44.98081,-93.23585
